AAPL,ABBV,AXP,BRK,CAT,GS,HON,HD,INTC,JNJ,JPM,KO,MSFT,ORCL,PG
140.725143,163.842499,154.235397,305.820007,227.893158,357.361206,212.325363,317.848267,27.988956,175.904816,130.535782,63.540001,243.759445,78.485695,149.303131
142.432526,164.426941,153.587631,305.98999,229.823944,355.534271,212.225906,321.759949,28.097633,175.934601,131.90567,63.810001,246.781876,79.770882,150.376389
141.943283,161.524536,153.368393,306.390015,226.211182,356.586761,210.514969,318.175903,27.90004,174.485031,131.190948,63.139999,244.806824,79.561668,149.978882
144.26973,163.76326,156.766617,311.450012,231.953796,360.598022,213.369843,325.622009,28.344624,176.570038,133.225922,63.970001,251.879105,80.976357,151.519211
145.24823,163.238235,156.975891,312.329987,234.372269,366.068848,213.827423,330.496704,28.384142,177.930252,133.096863,63.990002,256.278107,80.259048,151.290649
142.991684,163.307587,153.577667,309.290009,233.36705,357.817932,213.588684,331.032806,27.9198,178.476318,132.431778,63.990002,256.577362,81.514343,151.886902
136.291901,161.564163,149.701111,301.910004,229.565186,347.342926,207.868973,325.24472,26.823162,176.222534,129.146057,63.110001,248.387863,79.770882,150.167694
134.304932,158.968826,145.794647,300,231.615417,343.887695,208.634918,321.01535,26.59593,174.415527,128.34198,62.75,244.078659,79.282715,149.501877
132.168198,159.969315,144.509094,300.029999,231.187439,342.160034,208.306656,315.048553,26.467497,174.226883,129.106339,62.84,239.849243,80.199272,149.462112
132.098312,159.067886,145.196716,302,234.023926,342.040894,210.375702,312.576447,26.12171,174.415527,129.73172,62.790001,241.195877,80.637634,149.521759
135.2435,160.682541,146.591888,307.820007,240.582642,347.670593,213.96669,317.063934,26.507013,176.411163,131.190948,63.799999,243.81929,81.195541,150.893143
132.028412,161.732559,144.80806,302.690002,236.412521,343.123138,211.191376,313.84726,25.657366,175.765823,129.70195,63.34,237.594894,80.189308,151.240967
131.658981,161.564163,146.512161,306.48999,238.731461,343.05365,212.743149,316.438507,25.775923,176.212601,130.317398,63.82,238.133545,80.547966,151.668274
129.831772,161.4552,145.884338,305.549988,241.985947,339.538818,213.757782,317.252594,25.627729,176.162949,130.774033,64.209999,236.367981,80.677483,152.989975
125.847855,160.702347,143.512558,303.429993,238.243805,338.446625,211.072006,313.460052,25.232544,175.398468,131.488754,63.57,233.944031,80.029915,151.012405
129.412415,161.029236,146.811127,309.059998,239.059906,340.988434,213.618515,318.106415,25.894478,176.292038,132.243179,63.950001,240.407837,81.095917,151.638458
129.731918,160.088181,147.239639,308.899994,238.422943,340.938812,213.170898,313.589111,26.11183,175.388519,133.11673,63.610001,239.220825,81.434639,150.614883
124.879326,160.850937,146.611816,309.910004,237.74617,343.758606,213.170898,313.638763,26.408218,176.917542,134.129242,62.950001,238.98143,83.407249,150.624832
126.167366,162.148605,150.020004,314.549988,240.214401,345.228088,208.933334,317.431305,27.346783,178.843689,135.380005,62.919998,228.527618,84.164406,151.280701
124.829399,161.950485,146.429993,312.899994,239.139526,341.316101,203.392685,313.201935,27.228226,177.523178,135.350006,62.200001,221.754562,83.995041,149.402496
129.422394,164.981674,150.169998,318.690002,247.678802,345.605377,209.162125,315.247101,28.384142,178.96283,137.940002,63.400002,224.368011,85.340004,152.960175
129.951584,160.137726,150.399994,315.529999,245.449432,350.490387,209.560013,315.525085,28.957159,174.326172,137.369995,62.610001,226.552551,86.419998,151.091888
130.530701,158.136734,152,316.350006,249.320969,354.819397,210.226486,318.324829,29.085594,173.90918,138.600006,62.130001,228.278229,86.5,150.942825
133.286499,155.689987,153.919998,320.369995,249.539917,361.888794,211.181427,326.634644,29.49066,173.63118,139.630005,62.009998,235.180939,88.599998,149.720505
133.206619,152.220001,154.919998,318.929993,253.859329,367.309967,214.842041,327.498383,29.925364,172.757462,139.490005,61.209999,237.914093,88.779999,148.875793
134.55455,153.600006,155.759995,317.640015,257.233215,371.341095,215.468719,328.828766,29.74753,172.191513,143.009995,61.43,238.632294,89.199997,149.939133
135.732758,152.830002,153.75,314.859985,255.043686,347.432312,211.12175,325.175232,29.24367,171.129166,140.800003,61.68,239.749512,88.599998,149.501877
135.003876,149.199997,150.419998,308.299988,251.62001,346.608185,203.16391,321.362823,28.463179,168.547729,136.570007,59.810001,235.22084,86.709999,145.497009
135.063782,148.710007,146.850006,305.230011,245.75,348.256409,199.602768,308.644928,28.077873,168.319382,134.75,59.720001,231.350525,85.940002,142.419998
137.659805,149.589996,151.600006,309.869995,249.710007,339.409729,200.965546,312.735291,28.868242,167.535019,135.080002,60.080002,239.619827,87.25,142.970001
140.894882,148.550003,154,310.420013,252.699997,346.657867,203.382751,313.211853,29.905603,167.108093,137.270004,60.23,241.973923,88.970001,141.050003
142.312714,147.690002,155.330002,311.299988,257.609985,345.853577,205.839722,315.405975,29.559816,167.108093,138.449997,60.549999,241.435272,89.699997,141.820007
141.643738,147.789993,156.770004,311.899994,258.440002,347.144379,205.581085,314.979065,29.342464,168.299515,139.119995,60.93,240.00885,89.639999,141.720001
143.74054,147.399994,155.880005,310.950012,262.119995,352.446411,208.246979,311.553864,29.72777,167.683945,139.979996,60.810001,247.380386,89.830002,141.149994
145.70752,146.279999,172.309998,309.170013,264.540009,351.185425,207.033401,314.413147,27.821003,167.028656,140.320007,60.490002,247.539993,88.989998,140.570007
142.781998,145.649994,172.660004,307.329987,261.5,354.918671,204.695786,311.980743,27.613533,160.843155,139.130005,60.639999,242.103607,87.349998,141.009995
144.070023,147.75,174.929993,311.519989,252.289993,363.20932,207.381561,321.839386,27.9198,162.253006,139.960007,61.32,247.190857,88.459999,142.380005
145.208282,146.600006,173.610001,310.570007,249.539993,363.110046,205.630829,325.731201,28.720049,163.742294,139.589996,61.330002,252.118515,90.050003,143.190002
150.590088,144.839996,173.130005,311.859985,244.899994,366.843323,206.287354,337.347076,29.826567,164.357864,138.940002,60.279999,263.938904,89.379997,142.169998
154.264465,145.199997,178.860001,308.51001,247.759995,367.319916,201.62207,329.116669,29.955,163.434509,141.089996,59.830002,257.704529,89.620003,142.610001
151.498688,145.020004,176.479996,308.429993,251.419998,368.163849,202.964951,326.90271,28.690001,162.193436,141.919998,60.169998,256.128448,88.529999,141.399994
154.41423,145.139999,178.699997,312.970001,249.660004,371.738251,204.387421,322.861969,29.049999,162.233139,143.649994,60.07,266.89151,87.739998,140.020004
151.6884,144.610001,179,308.480011,248.869995,372.433289,201.154541,318.483673,28.24,162.44165,142.639999,59.720001,266.063599,86.690002,138.570007
150.639999,148.699997,179.369995,307.209991,246.279999,365.37381,198.170349,313.281342,27.73,160.247421,140.419998,59.619999,262.961365,86.650002,137.050003
151.009995,152.050003,179.25,309.890015,247.669998,368.640442,199.413757,314.264252,27.799999,160.992065,141.039993,59.619999,262.442657,87.139999,138.259995
153.850006,153.729996,181.330002,313.73999,248.149994,371.360962,202.298477,321.203979,28.549999,161.587799,142.570007,60.599998,270.64212,89.419998,140.070007
153.199997,152.589996,181.020004,310.790009,244.360001,369.136902,199.940964,316.140625,28.639999,160.882858,143.199997,59.59,271.490021,89.089996,139.279999
155.330002,151.059998,180.669998,309.630005,248.699997,371.67868,200.647232,318.384399,28.85,158.231918,143.800003,59.59,269.320007,88.339996,138.960007
153.710007,149.529999,177.940002,308.179993,246.520004,367.568146,198.309616,318.93042,28.200001,157.110001,141.820007,59.220001,262.149994,87.720001,137.139999
152.550003,151.309998,177.300003,308.23999,247.789993,365.880219,200.358749,315.664093,27.610001,160.389999,142.240005,60.119999,258.059998,87.279999,140.009995
148.479996,152,173.479996,302.720001,240.710007,358.552673,195.723297,293.375488,26.059999,158,139.630005,59.799999,252.669998,86.199997,139.910004
148.910004,150.669998,174.699997,303.160004,237.889999,358.32431,194.460007,294.169739,25.469999,157.779999,138.559998,59.98,251.509995,86.32,140.5
149.399994,152.070007,175.139999,303.070007,237.949997,360.955475,195.020004,297.158112,25.610001,157.729996,139.669998,60.09,254.770004,88.580002,140.050003
146.710007,152.710007,174.25,304.019989,236.169998,361.263275,192.039993,294.527161,25.139999,155.970001,140.929993,59.84,249.220001,88.660004,139.259995
147.919998,154.279999,173.300003,304.660004,239.979996,362.931335,192.449997,293.881836,24.9,155.630005,142.160004,59.82,250.160004,87.959999,139.139999
147.410004,153.899994,173.990005,305.179993,239.550003,349.149994,191.479996,294.40802,24.93,153.259995,143.350006,59.509998,249.419998,87.400002,137.559998
145.309998,155.270004,175.910004,304.619995,248.669998,346.230011,192.880005,288.699371,25.33,152.570007,142.550003,58.860001,246.270004,86.339996,137.660004
145.910004,154.380005,175.339996,307.75,252.179993,349.100006,194.449997,290.91333,26.200001,152.449997,141.070007,59.720001,251.110001,86.970001,139.929993
151.029999,156.059998,179.089996,312.450012,255.309998,357.089996,196.820007,296.304291,26.4,154.020004,143.660004,59.439999,255.289993,89.25,140.949997
153.830002,155.279999,179.059998,316.970001,253.979996,357.049988,197.039993,296.06601,25.99,155.559998,142.820007,60.360001,256.869995,89.739998,140.350006
151.600006,152.929993,175.320007,311.119995,246.139999,346.079987,195.619995,288.610016,25.530001,154.089996,138.619995,60.009998,254.149994,88.360001,137.559998
152.869995,149.600006,174.830002,311.369995,248.720001,349.290009,195.570007,291.48999,25.98,152.960007,137.800003,60.040001,253.699997,88.489998,137.580002
150.589996,147.350006,172.119995,304.820007,240.960007,342.089996,192.880005,288,26.440001,151.240005,130.339996,59.459999,252.320007,86.870003,136.570007
148.5,149.710007,165.699997,303.630005,227.009995,327.670013,193.330002,286.309998,27.219999,151.610001,133.649994,59.209999,248.589996,84.07,137.190002
150.470001,151.949997,157.630005,303.630005,224.699997,315.51001,193.100006,286.519989,26.950001,153.059998,131.25,59.810001,253.919998,84.93,138.139999
152.589996,153.850006,163.910004,305.329987,225.669998,322.149994,192.970001,285.570007,28.01,153.919998,134.619995,60.029999,260.790009,84.559998,139.850006
