instrument_id,option_type,strike_price,execution,expiration_in_mnths,number_of_instruments,und_spot_1,und_spot_2,und_spot_3,und_spot_4,und_spot_5,und_vol_1,und_vol_2,und_vol_3,und_vol_4,und_vol_5,und_corr_mat_00,und_corr_mat_01,und_corr_mat_02,und_corr_mat_03,und_corr_mat_04,und_corr_mat_10,und_corr_mat_11,und_corr_mat_12,und_corr_mat_13,und_corr_mat_14,und_corr_mat_20,und_corr_mat_21,und_corr_mat_22,und_corr_mat_23,und_corr_mat_24,und_corr_mat_30,und_corr_mat_31,und_corr_mat_32,und_corr_mat_33,und_corr_mat_34,und_corr_mat_40,und_corr_mat_41,und_corr_mat_42,und_corr_mat_43,und_corr_mat_44,earliest_date,latest_date,payoff_at_expiry
390,Call,65,American,0,5,70,105,100,100,100,0.329637664,0.430999142,0.217134832,0.152359867,0.396779621,1,0.077337697,-0.115460539,0.084759618,0.12867304,0.226217935,1,0.128871507,0.068698902,0.090529302,-0.101305649,0.481472073,1,0.754074934,0.634737977,0.958911126,0.544433992,0.832013257,1,0.90602895,0.855389461,0.616360077,0.804829963,0.923640018,1,3,9,TRUE
391,Put,97,European,3,5,80,95,100,100,100,0.340434659,0.267117128,0.391492354,0.317305967,0.105260092,1,0.127066638,-0.131968696,0.111230597,0.101074995,0.180529067,1,0.081955086,0.054322078,0.141640909,-0.022076236,0.401643403,1,0.754878719,0.659833855,0.98650703,0.586074407,0.829547577,1,0.940807833,0.926427489,0.685983215,0.830817466,0.919654711,1,0,0,FALSE
392,Call,85,European,3,5,70,105,100,100,100,0.30448485,0.304314942,0.442116244,0.30119665,0.144157733,1,0.142117273,-0.1650921,0.105483474,0.115050282,0.162007555,1,0.072873263,0.071595506,0.124062704,-0.109311175,0.458783927,1,0.748465655,0.686743798,0.97253239,0.54503115,0.878329659,1,0.931973036,0.949253696,0.633322997,0.850979278,0.92978114,1,0,0,FALSE
393,Put,96,European,6,5,102,105,100,100,100,0.153999336,0.419393185,0.160544139,0.17867661,0.22285021,1,0.092317724,-0.144900891,0.062525642,0.060503551,0.202203364,1,0.072060731,0.081638514,0.115750557,-0.088693484,0.491176104,1,0.760650824,0.612363103,0.931234702,0.593609472,0.883636176,1,0.960296982,0.938333745,0.652726528,0.799026242,0.899984824,1,0,0,FALSE
394,Put,97,American,0,5,79,105,100,100,100,0.167997864,0.401154165,0.188785595,0.316024286,0.343398172,1,0.058782573,-0.135863615,0.052906764,0.066376532,0.199380588,1,0.14786612,0.117092066,0.100019494,-0.090266018,0.461603191,1,0.734075989,0.661177861,0.90046387,0.522003807,0.831572438,1,0.988427362,0.936554236,0.596879752,0.795711596,0.927912252,1,9,12,TRUE
395,Call,10,European,3,5,100,100,100,110,100,0.184464251,0.299559531,0.36650145,0.245641527,0.116313965,1,0.147549754,-0.127938373,0.129736764,0.072747521,0.219262919,1,0.113081775,0.109453699,0.119159831,-0.106775081,0.408484728,1,0.755335393,0.628377079,0.962415146,0.580063967,0.882618182,1,0.944405355,0.912656531,0.641597162,0.845668655,0.929696673,1,0,0,FALSE
396,Call,99,European,3,5,100,105,105,100,100,0.306417425,0.247448702,0.273357077,0.43157455,0.190871785,1,0.104945625,-0.095180819,0.056729892,0.064859393,0.195374146,1,0.159728019,0.08625387,0.056673633,-0.11701975,0.405717922,1,0.703300835,0.603723618,0.913628524,0.59925771,0.818159828,1,0.964714691,0.923754941,0.675923723,0.863126681,0.945307195,1,0,0,FALSE
397,Put,190,European,6,5,100,105,100,105,100,0.173388307,0.156703721,0.240240593,0.240984088,0.280678271,1,0.095579259,-0.136014341,0.131997525,0.095790621,0.163972387,1,0.066261287,0.066755841,0.091430691,-0.11025816,0.416590952,1,0.79258993,0.661118951,0.988065489,0.541973671,0.814048199,1,0.961592815,0.866062833,0.654734541,0.857736783,0.891284812,1,0,0,FALSE
398,Call,85,European,3,5,100,105,100,100,100,0.162842598,0.218070752,0.300534967,0.329235345,0.326205083,1,0.083522151,-0.117117263,0.076946456,0.133725236,0.216672984,1,0.090739242,0.12067085,0.09417446,-0.071888851,0.43177036,1,0.743933232,0.623038657,0.909487526,0.548235268,0.859451977,1,0.912949002,0.917370834,0.613911524,0.800694765,0.912293014,1,0,0,FALSE
399,Put,95,European,6,5,100,105,100,100,100,0.246642666,0.172942083,0.266208143,0.320781463,0.170041004,1,0.141364013,-0.154794178,0.037754194,0.123048276,0.252892722,1,0.113180718,0.107378049,0.063810701,-0.040023098,0.4267272,1,0.741528873,0.621407561,0.972874742,0.568171614,0.824538065,1,0.981611347,0.889822452,0.668756654,0.803966938,0.912191077,1,0,0,FALSE
400,Call,50,American,0,5,70,105,100,100,100,0.145596877,0.317812001,0.291289092,0.298176748,0.364879305,1,0.072704726,-0.1600307,0.105057873,0.071762911,0.196527192,1,0.114753173,0.063530905,0.112426035,-0.042502851,0.460619431,1,0.703537006,0.65563526,0.984448139,0.538323863,0.842531788,1,0.950778497,0.887528623,0.61341214,0.83714359,0.965843033,1,3,9,TRUE
401,Put,97,European,3,5,80,95,100,100,100,0.40572276,0.23397863,0.214323707,0.292996219,0.247391328,1,0.126298301,-0.079298291,0.125828752,0.088949129,0.182323936,1,0.120877508,0.077954327,0.081359024,-0.079894862,0.453287287,1,0.73116734,0.606050381,0.962656369,0.572332554,0.886845305,1,0.960099145,0.888206396,0.661467377,0.80818366,0.923069015,1,0,0,FALSE
402,Call,85,European,3,5,70,105,100,100,100,0.40963327,0.217325355,0.428621249,0.161299924,0.144792639,1,0.148601514,-0.123728196,0.051346013,0.108694569,0.162070626,1,0.079139483,0.08290157,0.096711745,-0.103206831,0.415801743,1,0.732775306,0.696821429,0.922359748,0.555565383,0.832513322,1,0.965138806,0.941559159,0.608282747,0.819308396,0.895403173,1,0,0,FALSE
403,Put,96,European,6,5,102,105,100,100,100,0.257148533,0.293587272,0.207917995,0.1408752,0.200300467,1,0.135413594,-0.092866311,0.091680962,0.049115407,0.163182746,1,0.156466663,0.089463101,0.120321411,-0.038197154,0.464705548,1,0.780471937,0.668481154,0.94054943,0.589777613,0.871051405,1,0.922257641,0.873171874,0.607128254,0.839263489,0.931311337,1,0,0,FALSE
404,Put,102,American,0,5,79,105,100,100,100,0.139654579,0.230070586,0.421976436,0.253467872,0.156037226,1,0.063714007,-0.116040295,0.037540574,0.088813605,0.247891712,1,0.128915241,0.078594802,0.076552468,-0.09347039,0.420345234,1,0.72648049,0.666756278,0.989143133,0.579456333,0.805861579,1,0.983461052,0.904683612,0.647189437,0.852981121,0.968020554,1,3,12,FALSE
405,Call,101,European,3,5,100,100,100,100,100,0.389138021,0.272952042,0.193513188,0.30339367,0.169337935,1,0.062749313,-0.128782163,0.062033696,0.057289333,0.232963809,1,0.139660627,0.096913392,0.134402037,-0.046605328,0.487081674,1,0.745947849,0.647032038,0.99394038,0.570437493,0.810186738,1,0.998095452,0.911984735,0.674174372,0.804665003,0.912940163,1,0,0,FALSE
406,Call,78,European,3,5,100,105,100,100,100,0.35629007,0.141865942,0.154119887,0.400558283,0.221808899,1,0.139704281,-0.124276065,0.035368054,0.120220185,0.190263413,1,0.130502214,0.0890331,0.068203901,-0.050041027,0.426441543,1,0.755979195,0.652614092,0.936662791,0.571775194,0.843743431,1,0.953893664,0.942277359,0.622643531,0.821875909,0.901297914,1,0,0,FALSE
407,Put,99,European,6,5,100,105,100,100,100,0.257190859,0.379132349,0.439438598,0.141507371,0.143366478,1,0.131527966,-0.114483865,0.041866654,0.065676259,0.211110505,1,0.063751203,0.045616975,0.062371775,-0.104808448,0.407482406,1,0.769669241,0.602971512,0.987611731,0.567333937,0.843503533,1,0.974376221,0.943179029,0.608697236,0.78245676,0.905286727,1,0,0,FALSE
408,Call,65,American,0,5,70,105,100,100,100,0.235936207,0.239940366,0.405352162,0.412467734,0.113110937,1,0.094958403,-0.139809906,0.078104372,0.106345871,0.233346425,1,0.152719827,0.032425834,0.14008005,-0.088213339,0.478852275,1,0.733138969,0.627526681,0.999853177,0.55482253,0.840680342,1,0.928794173,0.891318037,0.616560177,0.873617971,0.915495001,1,3,9,TRUE
409,Put,97,European,3,5,80,95,100,100,100,0.169422834,0.356555837,0.207536221,0.418024768,0.272477026,1,0.133451531,-0.114495038,0.06022757,0.095441037,0.184122607,1,0.141999179,0.08505848,0.083808153,-0.087966583,0.466556721,1,0.704918872,0.648882523,0.947123163,0.581539355,0.815098687,1,0.956788669,0.948158216,0.596855121,0.868556112,0.876859437,1,0,0,FALSE
410,Call,85,European,3,5,70,105,100,100,100,0.183013281,0.216946097,0.355172177,0.343958907,0.265484014,1,0.1071047,-0.151230832,0.045592726,0.130091723,0.256739694,1,0.074021141,0.111571651,0.056089697,-0.070575364,0.42072891,1,0.70705161,0.612932389,0.905224376,0.560325064,0.806447128,1,0.928867651,0.866679611,0.632271486,0.865410858,0.953865196,1,0,0,FALSE
411,Put,96,European,6,5,102,105,100,100,100,0.226501093,0.422696777,0.242461185,0.247028437,0.163753427,1,0.124392622,-0.130657851,0.103091476,0.119938038,0.161060314,1,0.074543981,0.059668215,0.065380354,-0.038675863,0.405545481,1,0.738804282,0.687043306,0.979440324,0.53462759,0.832595442,1,0.989704274,0.872689545,0.635480738,0.861029463,0.965141676,1,0,0,FALSE
412,Put,97,American,0,5,79,105,100,100,100,0.406202414,0.362223777,0.230280771,0.396817271,0.237520143,1,0.136945313,-0.107115482,0.071139249,0.067934572,0.231131813,1,0.06567205,0.035008544,0.136415295,-0.061833887,0.406657553,1,0.792178769,0.621699293,0.981566032,0.532871264,0.829045512,1,0.941434147,0.922084442,0.594885152,0.793798598,0.961127316,1,9,12,TRUE
413,Call,10,European,3,5,100,100,100,110,100,0.286945159,0.320278402,0.381294111,0.184270491,0.394880586,1,0.107078868,-0.163408181,0.050204682,0.123669102,0.218136643,1,0.15171851,0.080110523,0.124243016,-0.038219312,0.492702043,1,0.734658828,0.608930434,0.986736228,0.585775644,0.804616195,1,0.953045556,0.872689219,0.686699995,0.850722151,0.915073828,1,0,0,FALSE
414,Call,99,European,3,5,100,105,105,100,100,0.354256159,0.332382142,0.179062229,0.274226648,0.186061005,1,0.096988552,-0.072377832,0.095667778,0.125991054,0.17091322,1,0.100591012,0.058580833,0.064528141,-0.073081235,0.434016097,1,0.726118888,0.651479064,0.987171882,0.522325843,0.820883707,1,0.988387118,0.869145148,0.600543827,0.794955791,0.903346329,1,0,0,FALSE
415,Put,190,European,6,5,100,105,100,105,100,0.223677138,0.341987645,0.158509698,0.17272584,0.38337368,1,0.091780901,-0.134157531,0.054186576,0.126093725,0.194708858,1,0.071966889,0.093262477,0.115713782,-0.097930091,0.445031794,1,0.785686572,0.637989796,0.971127596,0.520037935,0.850338786,1,0.985588073,0.896319052,0.667160227,0.803241534,0.956863564,1,0,0,FALSE
416,Call,68,American,0,5,70,105,99,100,95,0.422375368,0.390234554,0.162354782,0.394956996,0.336663473,1,0.125180263,-0.113778089,0.128166275,0.117403271,0.236876291,1,0.071683255,0.114702518,0.115055873,-0.100654617,0.409382111,1,0.740239182,0.630965818,0.970033687,0.561839959,0.858790032,1,0.979527854,0.932304416,0.637424722,0.869269013,0.885825304,1,6,9,TRUE
417,Put,142,European,3,5,100,95,70,80,100,0.23592877,0.319334829,0.409806457,0.413575265,0.165938046,1,0.089712807,-0.089982094,0.040692666,0.050052899,0.247354454,1,0.126622433,0.08639072,0.130990611,-0.03449567,0.471363713,1,0.756822236,0.638310765,0.937303496,0.515090116,0.871906422,1,0.901574875,0.865474463,0.644312383,0.836226932,0.87146757,1,0,0,FALSE
418,Call,97,European,3,5,70,105,100,100,100,0.373728453,0.19600235,0.302279716,0.194987492,0.153383083,1,0.075460532,-0.121352345,0.102962037,0.04320813,0.169624951,1,0.146541163,0.109492734,0.148735204,-0.023367298,0.404756319,1,0.749969398,0.618037103,0.983895322,0.563995776,0.896490281,1,0.932797714,0.92880615,0.664640811,0.863046427,0.95955388,1,0,0,FALSE
419,Put,125,European,6,5,102,105,100,100,100,0.416454933,0.255037553,0.341578343,0.196263255,0.172678728,1,0.054731789,-0.114845038,0.040491496,0.103834716,0.216470415,1,0.153680602,0.098286196,0.135797122,-0.062067965,0.447493436,1,0.716178477,0.601157312,0.997202917,0.571162239,0.841668905,1,0.953490565,0.899277105,0.676560707,0.855403432,0.916319591,1,0,0,FALSE
420,Put,135,American,0,5,79,105,100,100,100,0.176462486,0.242550684,0.19467774,0.218525039,0.393525056,1,0.060931102,-0.122570377,0.10271307,0.064698862,0.181764904,1,0.078261159,0.051919154,0.055933368,-0.046711224,0.487027455,1,0.72657652,0.688634856,0.993719112,0.57403413,0.821964103,1,0.979552475,0.913707019,0.653934719,0.820882175,0.964434307,1,3,6,FALSE
421,Put,99,European,6,5,100,105,100,100,100,0.274837043,0.437740455,0.369766052,0.316261268,0.183705729,1,0.1277548,-0.142636487,0.130399881,0.060194045,0.194403643,1,0.080466246,0.100069308,0.124324654,-0.057538881,0.479036709,1,0.729351894,0.623591997,0.939189782,0.541532945,0.839123907,1,0.914366879,0.85787422,0.65111132,0.802571528,0.884106232,1,0,0,FALSE
422,Call,65,American,0,5,70,105,100,100,100,0.398045328,0.264128734,0.150485496,0.224532766,0.336322751,1,0.125866258,-0.149183857,0.060866737,0.134905151,0.166554435,1,0.081682672,0.118804307,0.098920476,-0.033231719,0.486093225,1,0.787112026,0.699324941,0.936395567,0.526241138,0.814782296,1,0.928590476,0.883314807,0.673744543,0.828352265,0.924742753,1,3,9,TRUE
423,Put,97,European,3,5,80,95,100,100,100,0.235701645,0.279615588,0.253482512,0.248478213,0.255692877,1,0.145524197,-0.160171838,0.05256382,0.063789925,0.236878581,1,0.136731363,0.082426643,0.143386127,-0.05611287,0.442400789,1,0.708760946,0.68939968,0.936051302,0.576622535,0.805476512,1,0.90832671,0.923480032,0.627705198,0.811427262,0.88721696,1,0,0,FALSE
424,Call,85,European,3,5,70,105,100,100,100,0.331143071,0.388748957,0.182625134,0.137913098,0.251304107,1,0.051711188,-0.124569547,0.06602418,0.067360311,0.211792907,1,0.101440156,0.0699553,0.088649831,-0.055997965,0.478271126,1,0.728221109,0.631375286,0.985848965,0.509071393,0.829137363,1,0.962667395,0.871731321,0.689738031,0.877615977,0.942143718,1,0,0,FALSE
425,Put,96,European,6,5,102,105,100,100,100,0.218917368,0.433021495,0.301723069,0.290667089,0.213999347,1,0.090348605,-0.077910592,0.078052661,0.092837217,0.252866915,1,0.075850008,0.048631432,0.097935359,-0.062303501,0.446906953,1,0.723577243,0.698892064,0.949931455,0.532919379,0.843994812,1,0.988123893,0.908339634,0.61505586,0.834588715,0.874054839,1,0,0,FALSE
426,Put,97,American,0,5,79,105,100,100,100,0.172599717,0.154601093,0.247515722,0.15391572,0.342097343,1,0.071400681,-0.100143747,0.044103621,0.089158668,0.213193931,1,0.086111538,0.054327605,0.074270373,-0.116518609,0.411217363,1,0.725849883,0.651243841,0.981409988,0.556900736,0.86485732,1,0.936609137,0.875687378,0.660174566,0.808295183,0.936942177,1,9,12,TRUE
427,Call,10,European,3,5,100,100,100,110,100,0.333223101,0.362590949,0.445652787,0.278144663,0.169664082,1,0.128513075,-0.106767742,0.1053186,0.070806872,0.203550137,1,0.15413477,0.063004633,0.099061534,-0.031255792,0.496575568,1,0.706304137,0.610261069,0.993455559,0.578670533,0.846920516,1,0.922000481,0.862525747,0.597689335,0.793647146,0.968518169,1,0,0,FALSE
428,Call,99,European,3,5,100,105,105,100,100,0.187382044,0.160875931,0.421659698,0.368140776,0.217840056,1,0.090357008,-0.166457533,0.068506296,0.099636227,0.17668266,1,0.15314624,0.023230203,0.126518228,-0.069761621,0.444879787,1,0.716857743,0.642361612,0.963656489,0.577766411,0.891549787,1,0.946638066,0.853140808,0.592788395,0.875348303,0.889132574,1,0,0,FALSE
429,Put,190,European,6,5,100,105,100,105,100,0.256702585,0.177527043,0.199281842,0.253001258,0.204345445,1,0.09406828,-0.099706413,0.089253829,0.088877479,0.175543568,1,0.068404615,0.104169461,0.134546297,-0.055601333,0.408237756,1,0.75516982,0.606639403,0.908362084,0.517595933,0.883551455,1,0.915699817,0.875417898,0.633027756,0.833789406,0.88116042,1,0,0,FALSE
430,Call,85,European,3,5,100,105,100,100,100,0.381054277,0.376926195,0.340008208,0.160924743,0.294745113,1,0.117122028,-0.142164499,0.091706402,0.134484359,0.160616337,1,0.152351636,0.090067643,0.103485774,-0.050826656,0.447289647,1,0.768953798,0.623559638,0.988884998,0.526489744,0.834541941,1,0.90872569,0.909547607,0.61286497,0.81420846,0.900629176,1,0,0,FALSE
431,Put,95,European,6,5,100,105,100,100,100,0.353657459,0.22807341,0.345579682,0.284749366,0.208401992,1,0.098112435,-0.078782203,0.103243389,0.103985569,0.167447888,1,0.108629644,0.047162293,0.129413769,-0.116921227,0.414696446,1,0.714961363,0.671923166,0.960011858,0.523728685,0.859528422,1,0.995014328,0.904483965,0.613983122,0.815733522,0.939557558,1,0,0,FALSE
432,Call,50,American,0,5,70,105,100,100,100,0.298391323,0.287834826,0.382600542,0.387134372,0.364961664,1,0.085821103,-0.151519344,0.034663847,0.1288232,0.225216686,1,0.104305549,0.083633435,0.10691137,-0.056230464,0.427649965,1,0.755140513,0.664481342,0.94642071,0.586388589,0.840052444,1,0.926493357,0.865560698,0.638473763,0.787079393,0.926422525,1,3,9,TRUE
433,Put,97,European,3,5,80,95,100,100,100,0.180270471,0.156196949,0.239653898,0.148024977,0.30488934,1,0.072402705,-0.15150414,0.03591207,0.076415406,0.195982117,1,0.147903739,0.031497866,0.052667495,-0.061823837,0.438276498,1,0.738485828,0.6127075,0.959026742,0.552581804,0.807767154,1,0.944498639,0.888017263,0.672570517,0.845372497,0.878416311,1,0,0,FALSE
434,Call,85,European,3,5,70,105,100,100,100,0.209231276,0.416204164,0.297825005,0.161146235,0.110221861,1,0.148251987,-0.154929455,0.05339937,0.08503001,0.244710502,1,0.075855964,0.058335931,0.065862131,-0.043979556,0.460452061,1,0.712265906,0.669574303,0.944973976,0.550193117,0.802146182,1,0.929594662,0.920006292,0.614607194,0.81304568,0.945977827,1,0,0,FALSE
435,Put,96,European,6,5,102,105,100,100,100,0.271743025,0.417701163,0.394491126,0.350301826,0.191336664,1,0.055389758,-0.074658464,0.119248367,0.076931294,0.188780502,1,0.108646532,0.084415819,0.053197316,-0.039854373,0.452003715,1,0.769243977,0.626758299,0.920184399,0.582035374,0.899571154,1,0.964395464,0.865575701,0.660770319,0.822293313,0.914887497,1,0,0,FALSE
436,Call,68,American,0,5,70,105,99,100,95,0.266054279,0.37233474,0.216247105,0.221683924,0.26136981,1,0.080374714,-0.115035918,0.07372121,0.078416428,0.223956469,1,0.153179257,0.061252461,0.125155503,-0.112633191,0.456543603,1,0.710261695,0.600700395,0.960438893,0.546081825,0.847209046,1,0.967491164,0.917755542,0.652420263,0.789075538,0.881626221,1,6,9,TRUE
437,Put,142,European,3,5,100,95,70,80,100,0.412566973,0.423767146,0.302858482,0.261251248,0.136617533,1,0.061922526,-0.084387476,0.123216142,0.127876057,0.168192248,1,0.148404827,0.05795774,0.118258269,-0.056085785,0.430500232,1,0.702939125,0.689167261,0.933836233,0.508760439,0.824257349,1,0.974699637,0.910787124,0.665192612,0.856790464,0.873103968,1,0,0,FALSE
438,Call,97,European,3,5,70,105,100,100,100,0.349432241,0.218071794,0.361504968,0.415002108,0.154225441,1,0.05910708,-0.119752383,0.097014184,0.041568328,0.177605434,1,0.123911594,0.050325031,0.082652503,-0.064886061,0.403409379,1,0.733372708,0.656035652,0.950378789,0.589493671,0.888323046,1,0.900312754,0.893628712,0.5971155,0.864814057,0.887630032,1,0,0,FALSE
439,Put,125,European,6,5,102,105,100,100,100,0.18076412,0.406575139,0.444495238,0.425865259,0.231652197,1,0.09179915,-0.168469441,0.123076128,0.087048143,0.190411642,1,0.113228623,0.044855703,0.145450999,-0.084846054,0.499037416,1,0.701917528,0.634366494,0.900228594,0.582285066,0.883449616,1,0.929172981,0.899277952,0.667169133,0.826454941,0.924540618,1,0,0,FALSE
440,Put,135,American,0,5,79,105,100,100,100,0.319308499,0.365758568,0.431519816,0.287015493,0.29924469,1,0.107471618,-0.140936939,0.110184628,0.121013436,0.224837935,1,0.155254757,0.093257597,0.130721306,-0.047919791,0.412153699,1,0.742783629,0.648602958,0.919800105,0.572069207,0.827377408,1,0.98396144,0.893763777,0.651488012,0.796184556,0.936165034,1,3,6,FALSE
441,Put,99,European,6,5,100,105,100,100,100,0.199913616,0.305860284,0.282769199,0.303616105,0.23858927,1,0.091543725,-0.152445271,0.035065108,0.084320657,0.167081192,1,0.074184341,0.063536983,0.13819596,-0.078144183,0.439954101,1,0.76726475,0.626608286,0.908981946,0.557180342,0.879541475,1,0.905609906,0.901235015,0.657334167,0.849007039,0.953046793,1,0,0,FALSE
442,Call,65,American,0,5,70,105,100,100,100,0.200875232,0.19834534,0.433275313,0.360077934,0.328735951,1,0.094035871,-0.095047576,0.090162677,0.051625138,0.257027146,1,0.134282506,0.03533419,0.068508528,-0.044148772,0.490944991,1,0.706488751,0.682881809,0.932872875,0.501999787,0.884193161,1,0.945569247,0.898500062,0.612694734,0.798485358,0.894970943,1,3,9,TRUE
443,Put,97,European,3,5,80,95,100,100,100,0.145745876,0.341189944,0.400060924,0.311800633,0.291471686,1,0.146548835,-0.145730289,0.037022429,0.09550548,0.24785779,1,0.113953968,0.068685814,0.142583779,-0.021081693,0.451454849,1,0.761550208,0.643462528,0.983676167,0.563744264,0.855455159,1,0.956188882,0.943747839,0.66718212,0.802420711,0.905781999,1,0,0,FALSE
444,Call,85,European,3,5,70,105,100,100,100,0.226866442,0.26584273,0.158413577,0.164245083,0.116895028,1,0.095476095,-0.077668614,0.13294198,0.079051034,0.233071224,1,0.09527342,0.100728038,0.100656184,-0.052474263,0.487612215,1,0.795866801,0.643075709,0.91990974,0.534427215,0.846446222,1,0.934257632,0.946240844,0.597518715,0.876326657,0.919043795,1,0,0,FALSE
445,Put,96,European,6,5,102,105,100,100,100,0.353588518,0.414340855,0.445820272,0.259447716,0.156363323,1,0.061857322,-0.149885627,0.057960635,0.057776418,0.205222463,1,0.145713532,0.0355077,0.149335214,-0.106246703,0.402796918,1,0.774854885,0.636770375,0.904747752,0.543793455,0.85430292,1,0.970050591,0.940232504,0.646719228,0.813461714,0.871902881,1,0,0,FALSE
446,Put,97,American,0,5,79,105,100,100,100,0.394630997,0.380675375,0.446889678,0.368230981,0.347515408,1,0.127378953,-0.099148532,0.062295187,0.055581893,0.19130011,1,0.085983878,0.068019015,0.110100784,-0.028782951,0.459524324,1,0.730151681,0.636291874,0.910991795,0.541992782,0.888568055,1,0.966996552,0.931212031,0.679673312,0.809562519,0.946558159,1,9,12,TRUE
447,Call,10,European,3,5,100,100,100,110,100,0.334403125,0.34500867,0.282375128,0.331450071,0.11295,1,0.093102995,-0.126405853,0.05586289,0.117672121,0.209101738,1,0.107127064,0.121038818,0.122684496,-0.092279115,0.427357917,1,0.793759868,0.601171484,0.931277576,0.54852455,0.831235281,1,0.948422657,0.905014299,0.679082359,0.879526964,0.948848199,1,0,0,FALSE
448,Call,99,European,3,5,100,105,105,100,100,0.25700015,0.183286391,0.429082483,0.423455799,0.312421007,1,0.110546856,-0.162251269,0.079755629,0.065933308,0.233434176,1,0.076692536,0.066468312,0.136569113,-0.106469029,0.408086181,1,0.750054368,0.629163174,0.927773266,0.594592837,0.873438305,1,0.964169001,0.92173945,0.592876787,0.852265634,0.886079988,1,0,0,FALSE
449,Put,190,European,6,5,100,105,100,105,100,0.3468222,0.309195328,0.367539939,0.331649077,0.271238637,1,0.140055926,-0.160300231,0.067155759,0.099596829,0.246526801,1,0.152933619,0.03861646,0.075583826,-0.084093067,0.468131439,1,0.734870051,0.68645051,0.92065504,0.568626248,0.860809113,1,0.936551702,0.862242817,0.680752364,0.826297054,0.945485243,1,0,0,FALSE
450,Call,85,European,3,5,100,105,100,100,100,0.1245595,0.427688955,0.32638322,0.357583081,0.360151966,1,0.125519539,-0.151683096,0.076359306,0.111253015,0.210887023,1,0.064973741,0.103719776,0.055222888,-0.048652357,0.438695351,1,0.716419121,0.620167529,0.943902645,0.593451589,0.835250828,1,0.924770754,0.898143276,0.685889459,0.834969906,0.961026319,1,0,0,FALSE
451,Put,95,European,6,5,100,105,100,100,100,0.137626373,0.142766344,0.334199463,0.214003189,0.338401875,1,0.065913409,-0.102928977,0.07855704,0.063203807,0.16214358,1,0.107123535,0.079451362,0.050687679,-0.072348916,0.411494526,1,0.709903394,0.633138436,0.905347449,0.509855791,0.889910236,1,0.906539295,0.918540392,0.600414199,0.81519135,0.898956122,1,0,0,FALSE
452,Call,50,American,0,5,70,105,100,100,100,0.303387787,0.233522333,0.2947839,0.348427688,0.146686303,1,0.140631105,-0.157930712,0.070113308,0.124611953,0.256249092,1,0.07499103,0.115704842,0.112513117,-0.06721208,0.407796699,1,0.74565159,0.698112016,0.978789956,0.564486188,0.804905794,1,0.991617077,0.904344944,0.629144849,0.858804734,0.922246272,1,3,9,TRUE
453,Put,97,European,3,5,80,95,100,100,100,0.333155241,0.185686025,0.444760406,0.364863093,0.323038201,1,0.079980985,-0.106513607,0.114142619,0.038271208,0.181871792,1,0.06273995,0.026773477,0.138780262,-0.024058431,0.446565269,1,0.779994203,0.677978659,0.955030237,0.523076034,0.863901418,1,0.988978313,0.900582049,0.59836194,0.865037116,0.949125123,1,0,0,FALSE
454,Put,97,American,0,5,79,105,100,100,100,0.171723848,0.148483308,0.426459126,0.220157444,0.150746619,1,0.057104693,-0.135402393,0.060665051,0.078489737,0.172340298,1,0.095306307,0.089878113,0.134187203,-0.113788035,0.495752004,1,0.785309588,0.659393945,0.951420716,0.511936791,0.889272657,1,0.925072297,0.923805862,0.661100652,0.79680411,0.880613917,1,9,12,TRUE
455,Call,10,European,3,5,100,100,100,110,100,0.258631741,0.143706996,0.414283118,0.355110593,0.209623769,1,0.072892328,-0.162244034,0.076561567,0.064132377,0.205089741,1,0.080745562,0.122073729,0.084221113,-0.039343144,0.467182744,1,0.702208239,0.62407926,0.918357532,0.524890477,0.896072419,1,0.916054815,0.899439104,0.603994865,0.855087597,0.92416983,1,0,0,FALSE
456,Call,99,European,3,5,100,105,105,100,100,0.308650821,0.288234342,0.379817946,0.252921622,0.299573129,1,0.146267831,-0.153861549,0.086994198,0.125642203,0.210800205,1,0.109538559,0.091464352,0.148674349,-0.021115925,0.444352908,1,0.731934854,0.665234913,0.980369814,0.5512015,0.814321488,1,0.967572572,0.874301087,0.641045547,0.790709833,0.901942843,1,0,0,FALSE
457,Put,190,European,6,5,100,105,100,105,100,0.390905457,0.225797136,0.221971163,0.403589944,0.198806385,1,0.12067661,-0.113245414,0.05163663,0.103921126,0.161561864,1,0.066577816,0.084071708,0.139262022,-0.089708158,0.488879888,1,0.702524719,0.674236952,0.901600699,0.543364401,0.811573433,1,0.959709388,0.880618671,0.607464388,0.837649479,0.881074765,1,0,0,FALSE
458,Call,68,American,0,5,70,105,99,100,95,0.277307273,0.399235281,0.251585944,0.313081882,0.205527791,1,0.072761052,-0.133610476,0.041970324,0.132304637,0.190165993,1,0.078215824,0.120308959,0.081435321,-0.040621726,0.411695928,1,0.70925535,0.691425477,0.929075897,0.525698539,0.88745804,1,0.997282227,0.928509539,0.676042619,0.79579292,0.925648662,1,6,9,TRUE
459,Put,142,European,3,5,100,95,70,80,100,0.268133146,0.393154433,0.152715652,0.240246669,0.177434052,1,0.089061171,-0.087435194,0.107051768,0.081437627,0.188315034,1,0.094381413,0.026792437,0.053907539,-0.056859029,0.439667265,1,0.768995036,0.633865201,0.950308093,0.565744191,0.83086133,1,0.972961998,0.93293489,0.638009373,0.788242148,0.90451089,1,0,0,FALSE
